7144	          -0.0114533	          0.00386772	         -0.00265335	         0.000449168	
7145	           -0.012158	          0.00386251	         -0.00250584	         0.000449558	
7146	         -0.00977202	          0.00413225	         -0.00281628	         0.000479911	
7147	         -0.00307224	          0.00391363	         -0.00360902	         0.000456334	
7148	          -0.0137629	          0.00613177	         -0.00234391	         0.000714871	
7149	            0.147663	            0.037723	          -0.0218214	          0.00455579	
7150	         -0.00764514	          0.00507256	         -0.00303186	         0.000589691	
7151	          0.00125799	          0.00591765	         -0.00415385	         0.000687483	
7152	          -0.0138417	          0.00905315	         -0.00216738	          0.00105111	
7153	             1.28292	             1.23676	           -0.160986	            0.152555	
7154	           0.0983392	           0.0139215	          0.00159446	          0.00510724	
7155	            0.108538	           0.0132433	         -0.00269353	          0.00487578	
7156	          0.00237548	         0.000244506	        -0.000238726	         2.96703e-05	
7157	            0.091865	          0.00756272	          0.00362002	          0.00278721	
7158	            0.154873	          0.00406258	         -0.00927936	         0.000849379	
7159	           0.0648582	           0.0290407	        -9.72554e-05	         0.000819507	
7161	            0.144745	          0.00175004	         -0.00356917	         6.75158e-05	
7162	            0.482926	            0.585884	          -0.0485835	           0.0470242	
7163	         -0.00867807	          0.00781703	          0.00022632	         0.000198496	
7164	            0.143231	          0.00756873	        -0.000681394	         0.000192375	
7165	                   0	                   0	                   0	                   0	
